2018-10-23 07:32,大连地铁微博会员特权置顶早安大家要的首末车时间在此奉上二哈二哈如有运营时间变动我们会及时更新这个时间表的也欢迎大家关注大连地铁微信公众号点击菜单栏里的站点查询功能也可以看最新的首末车时间酷酷随着樱花节的到来我们还增加了樱花主题车厢时刻表
2017-08-29 16:23,#尽管玩，我们等你#,大连地铁尽管玩我们等你大连地铁夏运工作将于年月日结束为了方便市民出行更好地服务乘客地铁号线及轨道交通号线将继续执行夏运运营时间至年月日
2017-08-29 06:49,早间天气记得加衣服哟
2017-08-28 22:38,#晚安#,大连地铁晚安爱就是没有理由的心疼和不设前提的包容这个七夕感受到我们对你强烈的爱了吗
2017-08-28 16:50,#七夕快乐#,大连地铁七夕快乐我有的我都给你七夕节大连地铁祝福所有的小情侣们甜甜蜜蜜长长久久当然也要祝福单身青年们早日找到属于自己的幸福
2017-08-28 15:52,#七夕“撩”站务员小姐姐攻略#,大连地铁七夕撩站务员小姐姐攻略今天下班你要做啥子呢是要和女朋友约会还是默默回家吃狗粮如果七夕的你还是一个人没关系来坐地铁吧走下地铁你会发现小姐姐们一直都在陪伴你
2017-08-25 20:08,大连地铁那些被遗落在大连北站地铁站的身份证大连地铁购票并不需要您的任何证件请您在乘坐地铁时保管好个人贵重物品请将身份证银行卡等重要证件及时放于包或口袋内防止出现丢失情况若在乘坐地铁期间发现证件丢失请第一时间与地铁内工作人员联系或拨打工作人员将尽全力帮您将失物找回
2017-08-25 16:13,大连地铁每一次区间作业大概要蹲起多次边走边寻找钢轨接缝蔡楠今年岁从事轨道探伤工作年多他说如果有一个焊缝漏检了它可能就会从小伤变成大伤就可能造成脱轨之类的重大事故所以工作细致负责认真对我们来说是必须要做到的重中之重视频由大连电视台拍摄展开全文
2017-08-24 19:41,大连地铁很多乘客应该都有过疑问奔流不息疾如雷电自重上百吨长度超百米的地铁列车是如何在误差厘米的范围内精准停靠站台使车门与屏蔽门准确对应的列车能够准确停靠站台其实全靠它列车能够准确停靠站台其实全靠它
2017-08-24 09:21,#大连身边事#,心心心心小姐姐们随时愿意为乘客提供帮助憧憬憧憬憧憬憧憬
2017-08-23 19:35,大连地铁公共交通是城市文明的一大窗口构建城市文明遵守交通规则随着大连地铁的运营越来越多的市民选择绿色出行那在这种绿色出行的同时又有哪些不绿色不文明的行为呢
2017-08-22 20:26,大连地铁新生攻略地铁载你去报到各位级的新生们注意啦大学报到的日子马上就要到了大家的心恐怕已经飞到向往的学校了吧如果你在大连读大学在接下来的四年大学时光里大连地铁将伴随着你的出行以优质高效的服务与大家一同在梦想之路飞驰新生攻略地铁载你去报到新生攻略地铁载你去报到
2017-08-22 10:09,大连地铁近日大连地铁在河口站会展中心站机场站一二九街站人民广场站会议中心站海之韵站和快轨大连站个车站安装了显示屏取代了传统的条幅式宣传以打造更为规矩整洁的车站环境现阶段各车站显示屏基本调试完成将在本周陆续投入使用届时大家就可以在更多车站看到的滚动字幕显展开全文
2017-08-21 14:58,大连地铁今天中午在地铁号线东纬路站一位行动不便的老人需要出站车站找来轮椅将老人推到电梯口并将老人扶到站外送至其所住的小区
2017-08-20 10:54,大连地铁人人有爱处处无碍一封金州无障碍轮椅督导队的感谢信
2017-08-19 19:45,大连地铁选择地铁一路无阻
2017-08-18 15:24,大连地铁惠民展演期间地铁号线将加开列车首届大连国际管乐艺术交流惠民展演将于月日日举行其中月日上午将在东港游艇俱乐部码头举行展演开幕式为方便市民前往观看地铁号线将在日的早点起调整行车间隔为分钟同时在海之韵和虹锦路基地各备车列随时做好应对突发大展开全文
2017-08-17 20:14,大连地铁发布了头条文章干货乘坐大连地铁你一定要知道的那些事儿干货乘坐大连地铁你一定要知道的那些事儿干货乘坐大连地铁你一定要知道的那些事儿
2017-08-14 16:11,大连地铁昨日我市普降大雨号线香工街地铁站附近由于排水口堵塞造成路面积水过深导致车辆无法通过造成了严重的交通堵塞香工街车站工作人员冒雨走进积水最深的区域清理垃圾抬起排水网很快积水便顺着排水口流走路面恢复正常交通得到缓解暴雨过后车站拾到两个车牌请失主速速来香工街车站展开全文
2017-08-14 12:41,大连地铁今天一位老大爷身体不适在地铁号线东纬路站下车后在站台呕吐站务员给乘客端来热水找地方休息后联系其家属经家属同意后打急救车到达后车站工作人员协同急救人员一同将老大爷送上急救车家属对车站工作人员的帮助表示感谢
2017-08-14 06:07,大连地铁由于连续降雨预计今日地铁早高峰客流较以往将有所增加请广大市民合理安排好出行时间进出地铁站时注意地面湿滑安全出行
2017-08-10 16:02,大连地铁地铁车站显示屏上是否可以不显示空载列车的到站时间而只显示载客列车的时间为保障地铁的安全运营运营系统必须实时监控所有列车的运行信息暂不区分列车的载客状态因此系统会实时显示所有列车的到站信息地铁车站显示屏上的列车到站时间是如何得出地铁车站显示屏上的列车到站时间是如何得出
2017-08-10 11:53,大连地铁月日是全国肢残人日为推动市民对轮椅人士的了解今天上午大连市肢残人协会在西安路地铁站举办了以轮椅小时为主题的残健共融活动在小时内所有参加者及肢残人都坐在轮椅上以轮椅代替步行的方式携手同行共同完成主办方预先设定的活动内容让健全人感受轮椅残障人士在行动上的展开全文
2017-08-04 16:07,大连地铁大雨过后地铁号线香工街站工作人员在站外疏导乘客的时候看见汪洋大海里漂着一抹蓝色淌着大水将蓝色的牌子捡起来一看发现是两个车牌请失主速速来香工街车站认领快带您的车牌回家吧
2017-08-04 14:55,大连地铁今日凌晨一场暴雨导致多地大面积积水部分公交停运使得许多市民改乘地铁出行截止今日时分地铁号线早高峰客流人次较昨日同时段人次增加地铁号线早高峰客流人次较昨日同时段人次增加快轨号线早高峰客流人次较昨日同时段人次增加展开全文
2017-08-04 10:49,#大雨袭滨城，地铁保运营#,大连地铁大雨袭滨城地铁保运营截止地铁号线早高峰客流人次较昨日同时段人次增加地铁号线早高峰客流人次较昨日同时段人次增加快轨号线早高峰客流人次较昨日同时段人次增加号线早高峰客流人次较昨日同时段人次增加
2017-08-04 10:34,#大雨袭滨城，地铁保运营#,大连地铁大雨袭滨城地铁保运营从昨夜开始大连地铁人彻夜值守不间断巡视在车站各出入口摆放沙袋随时关注天气变化今晨大雨突袭各单位紧急增派工作人员到现场进行支援和抢修保障地铁正常运营撑起城市交通生命线
2017-08-04 08:26,由于部分车站站外积水市民进出站时请注意地面湿滑耐心听从工作人员疏导另外西安路站由于客流剧增现已启动大客流应急预案请乘客听从车站工作人员的指挥注意安全
2017-08-04 07:35,大连地铁今日早地铁号线早高峰正常发车列加车列地铁号线早高峰正常发车列加车列快轨号线早高峰正常发车列加车列快轨号线续建线早高峰正常发车列未加车号线早高峰正常发车列未加车目前各线路均正常运营
2017-08-02 16:29,大连地铁我听见风来自地铁和人海在这里无需排队便可拿到爱的号码牌我听见风来自地铁和人海我听见风来自地铁和人海
2017-07-30 10:51,大连地铁通知
2017-07-27 20:40,大连地铁关于西安路地铁站口封闭施工的通知
2017-07-26 11:44,大连地铁今天早上金家街上行去往大连站方向列车进站后一女乘客喊抓小偷站台站务人员与乘客迅速帮忙拦截该男子在得知乘客报警后跳下轨道沿区间向香炉礁方向奔跑车站按指挥中心要求暂时扣车并向乘客做好解释工作治安大队在金家街至香炉礁区间内将该男子抓获列车恢复正常运行现展开全文
2017-07-24 20:06,大连地铁随着夏季旅游旺季的到来从外地来连旅游观光的乘客不断增多大连地铁也开始变得忙碌起来每天进出车站客流较夏运前相比都有了大幅增长为进一步提高夏运期间地铁车站服务质量确保车站高效运营方便乘客顺利快捷出行地铁大连北站于近日推出了一项服务新举措出行资讯指南展开全文
2017-07-21 10:00,大连地铁入伏以来大连迎来桑拿天持续闷热潮湿令人经常汗流浃背而很多市民却发现地铁里格外清凉我们现场实测地铁内温度与室外最大温差达到为啥地铁这么凉其实地铁空调没有开启制冷功能全靠隧道内冷风送清凉天气那么热为啥地铁那么凉快天气那么热为啥地铁那么凉快
2017-07-20 21:11,车站发现后给小狗拿来了食物和水并联系了宠物医院目前宠物医院已经来人把小狗带回医院进行诊治暂时还不能确定小狗是怀孕了还是生病了心心
2017-07-18 19:31,大连地铁关于地铁虹锦路站口封闭施工的通知
2017-07-14 20:46,大连地铁持续的高温不能阻挡我们地铁人饱满和热情的工作状态快轨号线的工作人员们依然奋斗在高温下的每一个角落保障快轨安全运营为广大市民提供最优质的服务愿我们的努力能在炎炎夏日为赶车的您带来一丝清凉我们愿意去守护每一位乘客的安全放心出行经得起烤验三伏天里快轨站的工作日常经得起烤验三伏天里快轨站的工作日常
2017-07-13 17:15,大连地铁两列深海蓝加入地铁号线两列深海蓝加入地铁号线自地铁号线二期开通以来大连地铁的客流量与日俱增越来越多的市民选择乘坐地铁出行目前地铁号线日均客流量已经突破万人次单日最高客流量达万人次为了更好地满足市民出行需求提高乘客出行舒适度近日地铁运营公司从地铁号线调运列地铁列车进入号线参与展开全文
2017-07-13 16:53,大连地铁为最大限度满足市民乘车需求自年月日至月日大连地铁运营有限公司将延长地铁号线地铁号线快轨号线号线运营时间地铁号线双向延时地铁号线姚家站河口站末班车时间由调整为平峰行车间隔为分钟高峰最小行车间隔为分钟地铁号线河展开全文
2017-07-10 18:38,大连地铁自地铁号线二期工程开通以来大连地铁的客流量与日俱增特别是疏港西桥封闭后更多乘客选择地铁作为出行工具客流量更是呈现逐步增长的态势上周六西安路地铁站客流量超过万人次创车站客流新高地铁号线日均客流量突破万人次单日最高地铁号线日均客流量突破万人次单日最高
2017-07-06 16:01,大连地铁董旭辉是西安路站的一名站务班长自年参加工作以来她奋发进取勇于奉献在平凡的岗位上书写着不平凡的青春年月她成为了第一代地铁人来到西安路地铁站作为换乘车站的班长压力和责任可想而知但她丝毫没有畏惧收入结算售票机的安装和拆卸她认真核对应急救援知识她展开全文
2017-07-03 20:52,大连地铁尽管没有什么惊人壮举也没有什么耀眼光环但他却有一份执着一份追求他以一名专业技术人员的朴素情怀秉承工匠精神以高度的责任感和使命感积极投身在平凡而又不平凡的岗位上为大连地铁的安全运营默默奉献保驾护航他就是大连地铁通信中心一号线工长耿辉守望初心传承工匠精神守望初心传承工匠精神
2017-06-22 13:41,大连地铁为进一步加强达沃斯论坛会议期间公共交通安全防范工作按照市公安机关的要求我公司将在月日至日期间全面提升安保工作等级各轨道交通客运站点实行人物同检做到逢人必检逢物必检加大对危爆物品的查控力度严禁乘客携带易燃易爆管制刀具等危险物品进站乘车请广大乘客积极配展开全文
2017-06-20 20:55,大连地铁地铁接触网系统承载着向列车输送电流的功能如同人体血管一样起着重要的作用为保障地铁供电系统的安全运行需对接触网设备进行维护保养与检修为此接触网专业员工需要掌握望闻问切四大诊断方法望闻问切接触网工的四大基本技能望闻问切接触网工的四大基本技能
2017-06-16 21:42,大连地铁为贯彻落实市安委会关于加强安全生产宣传工作的重要指示精神推动落实企业安全生产主体责任全面提高全民安全素质有效防范和遏制重特大事故发生月日地铁集团组织开展了安全生产咨询日活动地铁集团组织开展安全生产咨询日活动地铁集团组织开展安全生产咨询日活动
2017-06-14 20:44,大连地铁月日下午大连市城乡建设委员会与大连地铁集团有限公司积极落实安全生产月主题实践活动在大连地铁号线梭鱼湾南站泉水东站施工现场联合举行大连地铁安全文明施工现场观摩会市建委地铁集团地铁建设公司中铁大连地铁五号线有限公司大连地铁号线二期和号线各在建标段施工和监展开全文
2017-06-09 15:25,大连地铁开通成绩单月日是地铁号线二期开通第二天地铁号线和轨道交通号线总客流量为万人次其中地铁号线全天客流万人次较前一日相比增加地铁号线全天客流万人次较前一日相比增加轨道交通号线全线客流量为人次较前一日的人次相比增加展开全文
2017-06-07 21:32,大连地铁今天你坐地铁了吗今天你坐地铁了吗今天你坐地铁了吗
2017-06-06 13:02,大连地铁年月日上午点地铁号线二期号线东段三站号线原延伸线河口至蔡大岭站载客试运营地铁号线二期工程号线东段三站及号线地铁号线二期工程号线东段三站及号线
2017-06-04 19:17,大连地铁为助力我市高考考生出行高考期间所有考生均可以免费乘坐地铁号线和快轨号线号线原延伸线同时地铁所有车站还将提供临时休息场所供考生中午高考间歇休息为更好地服务于广大考生和家长地铁和快轨车站将在绿色通道售票机等位置设置专人提供进站购票等专项服务展开全文
2017-06-04 18:51,大连地铁关于轨道交通自动售检票系统测试的通知大连地铁运营有限公司将于年月日零时起至月日时对地铁号线快轨号线原延伸线车站售检票终端设备进行测试为保证乘客顺利出行避免误购车票情况发生请您注意以下情况现已开通的地铁号线快轨号线原延伸线车站的展开全文
2017-05-30 20:47,大连地铁端午小长假期间地铁号线共运行车次列其中号线列号线列行驶里程公里其中号线公里号线公里完成客运量万人次其中号线万人次与去年同期相比增长号线万人次与去年同期相比增长快轨号线日均配车列完成客运量展开全文
2017-05-28 21:54,大连地铁地铁号线华南北站月日开通在甘井子区政府市交通局甘井子区中华街道甘井子区城建局地铁集团远洋物业集团的共同努力下地铁号线华南北站将于月日开始载客在地铁号线一期工程开通时华南北站因周边道路不具备开通条件为使华南北站早日开通近期甘井子区政府区城建局对华南展开全文
2017-05-26 15:30,大连地铁海之韵站大连地铁二号线海之韵站共有四个出入口口位于港隆路口位于港浦路距离景点十八盘约一公里口位于港浦路和港隆路交汇处与紫御东方相邻海之韵站附近的公交站点设在口处包括路路
2017-05-26 14:19,大连地铁针对市民反映的大连地铁车站消火栓柜门缺字少画问题地铁运营公司高度重视第一时间在全线各车站彻查此类问题并已经陆续开始修复工作更换后将采用喷漆字在今后的工作中我们将会更多听取市民意见完善运营服务中的各项工作为广大乘客提供更优质的服务请广大市民监督欢迎广大市民继展开全文
2017-05-24 12:19,大连地铁东海站大连地铁二号线东海站共有四个出入口均位于港隆路两侧周边为在建小区口距离国滨苑北门约米口距离保利天禧约米车站附近的公交站点设在口处但目前仍处于建设阶段暂未设置公交线路
2017-05-23 15:34,大连地铁东港站大连地铁号线东港站位于大连东港商务区内共有四个出入口均设在港隆路上东港地铁站附近的公交站点设在口处但目前仍处于建设阶段暂未设置公交线路口毗邻星光域小区距离东港第一小学约口在星光耀广场旁毗邻星光域小区口在中庚当代艺术小区旁边口展开全文
2017-05-23 14:20,大连地铁河口站大连地铁一号线河口站共设三个出入口三个出入口均设在黄浦路上紧急疏散口的出口在口旁边口附近有直梯直梯出口在工地内暂时无法使用口位于海外学子产业园南侧可换乘路公交车口位于高新园区管委会前
2017-05-22 15:53,大连地铁七贤岭站大连地铁一号线七贤岭站位于大连市高新园区黄浦路中心路段沿黄浦路由东向西敷设车站整体位于黄浦路到北侧紧临高新园区行政服务中心和万达购物广场车站现有两个出入口口位于黄浦路与火炬路交汇处近邻纳米大厦距万达购物广场约米口位于高新街大连市高新技术创业展开全文
2017-05-22 12:57,大连地铁年月日大连地铁开通后极大缩短了城市区域间的距离目前每天乘坐地铁出行的人数高达万人次据大连地铁集团最新统计显示大连地铁开通两年来已累计运行里程公里累计客流量亿人次今天大连地铁开通两周年亿人次感受地今天大连地铁开通两周年亿人次感受地
2017-05-19 21:26,大连地铁海事大学站大连地铁一号线海事大学站有两个出入口全部位于黄浦路西北侧车站直梯设置在口附近口位于锦辉商城东南侧南行约米可到万达广场周边公交车站包括路路路大连公交机场专线号线站北广场天地软件园站北广场横山寺广场和平广场展开全文
2017-05-19 15:40,大连地铁学苑广场站出入口信息大连地铁一号线学苑广场站共有三个出入口均位于黄浦路两侧口位于黄浦路南毗邻弘基书香园三期附近公交站点路临时公交车路路路路路路路口位于黄浦路北可到达东北财经大学弘基书香园锦辉购物商城附近公交站点展开全文
2017-05-19 14:46,大连地铁即将开通的黑石礁站出入口信息大连地铁一号线黑石礁站共有两个出入口开放口暂不开放口位于中山路南侧辰熙大厦门口附近公交站点有路路路路路路路路路路口位于尖山街富丽庭购物广场门口附近公交站点有路路路路展开全文
2017-05-18 21:03,大连地铁备受关注的第届大连国际徒步大会将于年月日日在大连东港商务区至滨海中路等路段举行为方便广大徒步爱好者出行确保地铁运营秩序平稳有序开展地铁号线将在月日月日两天增加车次缩短行车间隔切实满足广大徒步爱好者的乘车需求具体调整如下地铁号线运用列车展开全文
2017-05-18 15:12,大连地铁即将开通的大医二院站出入口信息大医二院车站北临大连医科大学附属第二医院南临星海公园圣亚海洋世界等旅游景点车站有两个出入口直梯设在口附近口位于中山路南侧临近圣亚海洋世界口附近公交站点有路路路路路路路路路站北广场旅展开全文
2017-05-17 15:42,大连地铁即将开通的号线二期星海广场站出入口信息星海广场站运营后开放的出入口为和口口通道有直梯可达站外口位于中山路南侧金玉星海小区和东方星海小区旁口位于中山路北侧美克美家家居旁从口出站东行米可到达星海广场从口出站西行米可到达化物所口附展开全文
2017-05-14 16:52,大连地铁针对市民反映的大连地铁车站通知张贴位置问题地铁运营公司高度重视立即整改第一时间通知各车站调整运营信息通知张贴位置月日马拉松公告已于当日前全都撤掉并对此给广大市民带来的不便深表歉意在今后的工作中我们将站在每一位乘客的角度考虑问题把各项工作做实做细展开全文
2017-05-14 07:39,大连地铁昨日第届大连国际马拉松开赛地铁号线共发送专列列次圆满完成运送参赛选手的重要任务地铁号线发送运动员专列列圆满完成马地铁号线发送运动员专列列圆满完成马
2017-05-10 20:59,大连地铁人支队伍套方案月日晚大连地铁集团有限公司联合市公安局交通治安分局大安公司保洁公司在地铁西安路站组织大客流应急演练此次演练模拟大连地铁一号线二期工程开通试运营后地铁号线西安路车站出现突发换乘大客流这是大连地铁开通试运营近两年来组织规模最大人数最多展开全文
2017-05-08 18:28,大连地铁通告为做好地铁号线二期工程开通工作我公司决定从年月日开始试通车即在会展中心至河口区间进行不载客运行区间内各站点暂不对外开放会展中心仍为终点站地铁运营公司提醒广大乘客请听从站务维乘人员的指挥到达会展中心站时及时下车去往姚家方向时请在开往姚家方向展开全文
2017-05-07 11:37,大连地铁大连地铁一号线二期工程开通试运营在即作为号线换乘站西安路站换乘客流压力徒增为保证线路开通后西安路站换乘和运营的安全进一步提升车站工作人员应急处置能力大连地铁运营有限公司联合大连市公安局交通治安分局及安检保洁公司将于年月日至在西安路站进行地铁年月日至在西安路站进行地铁关于地铁西安路站组织开展换乘大客流应急预案关于地铁西安路站组织开展换乘大客流应急预案
2017-05-07 10:44,大连地铁通告第届大连国际马拉松赛将于年月日在东港会议中心商务区举行比赛时间为根据大赛组委会的安排地铁号线需要承担在月日前将万名运动员运送至会议中心站的重要任务经报上级部门批准我公司决定临时取消当天地铁分前部分运营车次总计车次展开全文
2017-05-03 20:38,大连地铁刚刚过去的五一小长假在大连地铁号线机场站四名美女站务员和十几名帅气的警察及车站安检人员伴随着铿锵有力活力十足的音乐一起在站台上跳起了青春动感的舞蹈过往乘客纷纷被这别具一格的场面吸引掏出手机记录下这精彩一幕秒拍视频秒拍视频
2017-05-02 20:56,大连地铁行车调度员作为地铁行车组织工作的指挥官在大连地铁指挥中心小时实时监控全线运营状态负责地铁运营管理行车组织的调度指挥信息收发和通信联络代表地铁公司行使日常行车指挥和施工管理权利并按照运营时刻表的要求安全准时高效地完成行车组织工作以及突发情况下的行车调整工作展开全文
2017-05-01 21:18,大连地铁五一小长假期间我市轨道交通三天累计运送乘客万余人次其中地铁号线运送乘客万人次较去年同期增长地铁号线运送乘客万人次较去年同期增长快轨号线及延伸线累计运送乘客万余人次五一小长假期间我市轨道交通累计运送乘客五一小长假期间我市轨道交通累计运送乘客
2017-04-28 19:37,大连地铁为方便广大市民五一小长假出行快轨号线将在月日月日三天增加车次缩短行车间隔切实满足广大市民的乘车需求具体调整如下大连站至金石滩站至行车间隔由分钟调整为分钟大连站至保税区站至行车间隔均调整为分钟金州九里线行车间隔由展开全文
2017-04-28 12:23,大连地铁五一小长假期间大连地铁号线地铁号线快轨号线和延伸线预计总客量将达到万人次比去年同期增长日均客量将达万人次比去年同期增长为应对节假日期间出现的大客流情况地铁快轨各线路各配备用车列可满足大客流需求节日期间大连地铁在西安路展开全文
2017-04-24 21:04,大连地铁怀揣着梦想从两千多公里外的湖南来到大连他一眼便爱上了这座有海的城市他自称为地铁侠虽然不会降龙十八掌也没有绝世神兵但是他却坚守了自己内心的侠义精神感染着身边的每一个人他叫周维是大连地铁运营有限公司车辆分公司的一名车辆工程师也是一名车辆正线技术支持他是地铁展开全文
2017-04-21 20:47,大连地铁月日大连地铁运营公司团委组织开展致青春致地铁主题演说活动共有位职工代表讲述了自己的地铁青春故事分享了属于地铁的感动瞬间地铁集团公司领导和团市委青工部部长关艳山出席了此次主题演说活动并给予团员青年充分的肯定致青春致地铁致青春致地铁
2017-04-20 20:38,大连地铁一名地铁工程车班长就更需要会熟练驾驶各类型工程车辆他们要会修车辆各系统懂电气原理图知液压系统管路走向晓车辆制动性能会走行部正确检查担负着很大的责任可谓是地铁大家庭中的万能工戚其宁就是大连地铁工程车班长一员工程车大家庭里的万能工地铁工程车班长戚工程车大家庭里的万能工地铁工程车班长戚
2017-04-19 12:46,#大连地铁邀您来体验#,大连地铁大连地铁邀您来体验今天上午十名乘客代表来到大连地铁虹锦路基地参观地铁驾驶室体验地铁列车自动清洗亲自指挥地铁行车了解地铁运营背后的故事
2017-04-17 15:55,大连地铁月日大连地铁客运分公司在一二九街地铁站开展了以幸福地铁与爱同行为主题的职工家属座谈会活动地铁开通运营至今特别是在冬运夏运等特殊时期广大地铁客运家属给予了极大的包容和理解他们是地铁人事业上的坚强后盾是工作上的倾听者也是情感上的温馨港湾大连地铁展开全文
2017-04-17 11:50,大连地铁今天上午在开发区站下行方向的站台有一名女乘客突然晕倒呼吸急促手脚发麻脸色苍白浑身无力车站工作人员发现后第一时间赶到现场行车值班员立即拨打并联系其家属回复整个开发区没有车家属在大连市内不能及时赶到考虑到当时情况紧急车站工作人员立即用担架把乘客抬送展开全文
2017-04-14 20:05,大连地铁近期天气回暖由于钢轨有热胀冷缩的特性今日突发轨道连接线脱焊大连湾道岔区段出现红光带影响列车正常运行公司专业人员第一时间到达现场确认故障情况并进行应急处理停车分钟司机确认所有乘客均已上车并且区间无人后发车因该车是切除通过故障区段须在大连湾车站恢复展开全文
2017-04-13 20:28,大连地铁前不久大连地铁推出了地铁岗位体验日系列活动在首次邀请十位市民走进大连地铁体验驾驶员工作后今天又有位幸运市民和来自大连交通口岸职业技术学校的老师和学生们受邀来到大连北站地铁站体验地铁车站的工作生活地铁岗位体验日系列活动之二地铁车站工作地铁岗位体验日系列活动之二地铁车站工作
2017-04-13 16:03,大连地铁通告因地铁号线二期工程施工需要自月日起会展中心车站恢复同侧站台上下车去往姚家方向的乘客请在会展中心站下行站台候车地铁运营公司提醒广大乘客请听从车站工作人员的指挥排队候车先下后上有序乘车特此通告
2017-04-10 19:36,大连地铁每个人心中都有很多愿望孩提时期的棒棒糖学生时期的第一名青年时期的家庭幸福老年时期的身体健康年月日西安路地铁站三班的全体工作人员用自己的努力完成了一位残疾人的小小愿望我有一个愿望就是去坐坐大连地铁我有一个愿望就是去坐坐大连地铁
2017-04-05 20:29,大连地铁在车辆分公司地铁检修基地内有这样一个部门他们不与乘客面对面却调度指挥着数十辆地铁车辆的每天进出库工作他们默默无闻为地铁列车的运用工作贡献着自己的力量他们就是车辆分公司的运转室值班员被称为地铁列车段内的指挥家是个什么职业被称为地铁列车段内的指挥家是个什么职业
2017-04-04 20:15,大连地铁随着天气的逐渐转暖来连游玩外出踏青的市民开始逐渐增多清明小长假期间乘坐地铁到大连北站换乘高铁的乘客数量居高不下大连北站地铁站日均客流量达到万人次比去年同期客流量增长清明小长假三天我市轨道交通共运送乘客万人次清明小长假我市轨道交通共运送乘客万清明小长假我市轨道交通共运送乘客万
2017-04-02 22:00,大连地铁发布了头条文章年月日快轨号线金马路车站一乘客跳下站台事件情况年月日快轨号线金马路车站一乘客跳下年月日快轨号线金马路车站一乘客跳下
2017-03-31 21:15,大连地铁昨日首期地铁岗位体验日活动如期举行十名通过大连地铁官方微信平台报名的热心市民代表与媒体记者共同来到大连地铁培训中心亲自走进驾驶舱参与体验模拟驾驶专用培训设备感受地铁驾驶员在行车中的工作环境地铁岗位体验日活动拉开序幕地铁岗位体验日活动拉开序幕
2017-03-29 20:09,大连地铁为方便广大市民清明小长假出行快轨号线将在月日日三天增加车次缩短行车间隔切实满足广大市民的乘车需求具体调整如下大连站至金石滩站至行车间隔由分钟间隔调整为分钟间隔大连站至保税区站至行车间隔均调整为分钟同时地铁展开全文
2017-03-29 16:10,大连地铁地铁列车的一天抱抱旧抱抱旧
2017-03-29 11:11,大连地铁家是工作上坚强的后盾是生活上温馨的港湾家人让我们感受到爱的力量让我们可以无所畏惧地向前闯平日里有很多感情无法用言语表达有很多感谢总是说不出口但是对家人我们最想说的还是那句我爱你秒拍视频秒拍视频
2017-03-28 20:27,大连地铁月日上午大连地铁运营公司党委组织开展了以感恩有你携手共进为主题的地铁职工家属座谈会活动公司党委书记王钟林公司总经理聂锡成与公司各基层单位一线职工代表及其家属代表共余人亲切座谈感恩大连地铁背后多个家庭的支持与理解感恩大连地铁背后多个家庭的支持与理解
2017-03-24 20:45,大连地铁传播尊老敬老的优秀传统文化弘扬尊老敬老的美好社会风尚不仅是社区的工作更应是全社会共同参与的事业作为地铁人的我们有责任也有义务去完成这项使命也愿意主动承担这项社会责任我们会充分发挥余热在能力范围内去帮助更多需要帮助的群体关爱老人从心开始关爱老人从心开始
2017-03-23 20:21,大连地铁有那么一群人在地铁线路上常年高空作业他们身着荧光工作服头戴安全帽腰系安全带工具包负重着十几斤的器具无论寒冬酷暑他们都如蜘蛛一般粘在线路上空的触网上他们就是供电分公司的接触网工有一群人被称为地铁蜘蛛侠有一群人被称为地铁蜘蛛侠
2017-03-22 21:45,大连地铁在大连地铁安全运营的背后还有这样一群人他们是地铁工程车的私人医生是默默付出的护车使者大连地铁工程车和它们的护车使者大连地铁工程车和它们的护车使者
2017-03-21 20:42,大连地铁出完急诊啦这是快轨列车驾驶员在处理完毕车辆故障回到轮乘室时列车驾驶员之间的一句笑谈体现了快轨列车在正线运营发生故障时驾驶员们的工作状态一旦遇到故障需要驾驶员在短短几分钟内快速高效地恢复车辆状态快轨急症的培训带头人快轨急症的培训带头人
2017-03-18 20:11,大连地铁根据城市轨道交通试运营基本条件要求为满足地铁一号线二期开通条件地铁运营公司从月日开始在会展中心至河口区间进行不载客运行区间内各站点尚未对外开放会展中心站仍为终点站通告通告
2017-03-17 20:33,大连地铁他说大连北站地铁站是大连市的窗口要给外地来连的游客最好的第一印象也要在外地游客旅途结束时留下最温暖的回忆这就是王琰起一个大家公认的暖男车站总理后值班站长王琰起车站总理后值班站长王琰起
2017-03-15 19:42,大连地铁当时没想那么多就担心老人摔没摔坏可能是平时开车时养成了关注乘客的习惯当看到老人摔倒的那一刻我本能的冲上去了我认为这个社会还是需要正能量的当别人需要帮助时我会第一时间站出来老人摔倒了我敢扶因为我是地铁驾驶员老人摔倒了我敢扶因为我是地铁驾驶员
2017-03-14 20:56,大连地铁不会买票的小伙伴看过来来来来来解答你买票过程中的各种疑问
2017-03-13 20:07,大连地铁我心中的大连地铁月日地铁大连北站团支部走进南关岭小学开展了安全乘车宣传活动并在学生中发起了以我心中的大连地铁为主题的绘画作品征集活动此次活动得到了南关岭小学的大力支持活动开展不到一周的时间车站共收到学生作品幅作品一经展出就吸引了不少过往乘客驻足欣赏
2017-03-10 21:28,大连地铁在平凡的岗位上默默奉献的客运一线人
2017-03-09 19:58,大连地铁地铁车站里大家最常见的就是站务员他们青春热情朝气蓬勃他们温柔善良富有爱心他们的工作看似简单实则至关重要无论您在车站遇到任何困难或疑虑都可以联系站务人员他们将以满腔热忱为您的出行保驾护航
2017-03-08 17:47,大连地铁今天在大连地铁车辆分公司中仍有这样一群女汉子奋战在一线工作岗位上保障着地铁的正常运营也许岁月让她们眼角带霜也许职责让她们历经风雪然而在地铁人的眼中她们却是最美的一群人她们是我们的女神你在我眼中是最美地铁背后的巾帼玫瑰你在我眼中是最美地铁背后的巾帼玫瑰
